pas accuracy,shooting,age,free_kick_accuracy,ball_control,balance,vision,jumping,strength,positioning,crossing,heading_accuracy,finishing
70,59,24,67,66,60,70,61,71,69,60,55,62
65,64,31,57,64,55,58,80,78,68,67,67,67
72,51,33,59,63,65,62,81,77,64,68,65,43
78,66,25,53,69,76,53,62,49,57,60,44,70
84,61,30,60,65,71,61,69,68,60,64,46,59
88,52,21,36,63,66,62,43,72,61,65,55,51
67,45,33,62,56,61,56,77,55,42,57,67,40
79,56,20,34,68,84,54,71,62,67,36,48,45
68,64,26,59,70,69,67,45,62,66,62,49,63
58,56,33,61,70,68,67,68,70,61,63,46,47
54,52,24,32,64,70,58,70,85,55,55,58,50
52,69,29,58,63,48,69,37,73,68,63,53,70
70,53,28,66,72,70,69,59,66,59,68,55,52
80,63,26,50,67,80,65,65,63,64,64,47,64
64,66,31,42,62,38,52,49,93,63,45,71,67
76,57,32,15,13,60,54,77,61,19,17,11,14
67,45,21,26,54,62,56,72,80,32,52,58,35
67,64,20,41,70,40,55,66,69,65,43,65,69
79,63,23,51,66,82,64,68,42,60,62,46,62
53,38,33,17,44,78,47,70,85,26,27,62,36
65,46,30,33,60,69,62,82,73,43,52,52,62
66,54,33,39,62,68,52,67,71,55,62,54,55
75,64,26,62,70,71,67,33,58,53,67,43,62
75,48,22,47,69,72,57,61,71,47,72,53,47
77,58,20,66,65,77,57,71,70,40,63,55,51
72,61,37,15,12,54,33,57,50,13,15,12,14
68,59,24,62,69,68,67,71,66,63,45,56,61
73,67,23,70,65,53,58,63,77,63,66,52,62
67,60,23,53,72,74,68,60,58,64,67,53,58
66,35,27,34,63,78,44,62,58,46,68,47,26
70,60,26,13,14,37,46,55,60,8,15,16,15
71,35,22,23,34,63,35,74,72,38,33,64,29
67,64,33,16,26,60,12,56,60,19,20,15,14
82,38,28,61,63,67,52,60,74,48,60,61,30
43,23,28,22,36,66,44,77,77,23,24,65,16
76,62,26,41,67,60,68,72,74,68,57,65,63
85,39,24,35,66,77,58,60,64,67,66,42,38
33,35,24,23,56,38,30,63,90,23,36,67,23
75,54,28,53,64,71,64,66,63,67,64,57,53
66,66,31,31,62,67,52,81,83,66,32,70,69
68,71,28,77,64,60,69,64,73,58,66,64,66
87,68,28,46,68,68,64,85,71,59,68,64,63
52,43,26,38,60,60,48,67,81,40,49,62,39
67,69,32,14,21,31,30,40,50,7,12,13,11
31,67,26,34,59,28,41,61,92,74,24,76,73
68,45,29,31,66,68,46,72,80,46,41,67,36
78,64,27,71,67,75,64,69,67,60,64,51,63
72,68,27,44,69,59,60,53,61,66,61,64,65
75,40,31,30,62,75,38,85,62,53,68,54,38
69,62,25,21,20,53,14,53,62,12,17,20,17
73,60,25,60,66,70,64,59,58,60,58,49,60
76,61,27,55,63,70,65,75,72,66,63,68,63
88,63,27,49,64,59,53,80,74,67,53,63,64
67,65,30,60,68,59,64,58,71,67,74,54,64
63,60,19,42,67,62,60,72,71,65,31,41,58
70,69,20,14,16,47,14,58,73,14,16,18,14
72,65,26,41,68,82,66,91,57,69,48,57,64
72,68,23,55,63,59,48,72,63,70,37,63,70
69,36,23,43,64,75,47,83,71,33,38,55,29
70,58,23,55,69,67,67,73,77,62,54,58,59
74,26,26,23,45,52,29,49,81,30,22,68,20
65,66,26,12,20,41,54,61,75,17,13,18,12
86,57,23,39,69,48,52,54,69,50,62,66,59
35,32,29,34,47,37,32,49,90,27,31,69,27
69,36,30,27,57,58,47,79,75,33,32,69,29
72,62,28,34,63,62,49,80,85,72,49,70,65
66,63,28,57,70,75,65,73,62,59,58,66,57
59,66,28,62,63,55,59,82,83,68,53,72,66
76,54,25,56,65,78,58,82,71,61,66,59,48
85,63,22,30,65,77,56,59,61,64,64,44,64
85,65,21,56,66,70,60,71,58,58,60,58,62
64,63,27,11,20,40,37,66,65,11,14,12,7
57,47,29,28,58,61,44,91,74,57,54,62,50
66,64,24,13,34,43,48,60,58,12,13,22,14
85,63,25,28,64,63,59,69,74,62,45,64,63
69,41,22,35,62,45,51,61,88,55,67,70,34
57,61,29,42,66,63,55,70,53,55,55,65,52
69,56,21,65,66,80,63,58,60,65,68,60,51
71,67,28,55,64,78,43,73,57,71,53,63,69
75,63,29,54,67,86,61,61,73,67,54,59,64
47,67,24,80,66,64,69,63,73,50,80,56,57
80,39,22,35,59,63,51,66,55,55,69,58,31
63,51,26,61,71,73,66,71,72,54,53,56,48
61,65,23,63,65,74,66,74,71,64,65,51,62
66,65,23,13,18,41,42,53,56,16,21,17,17
72,46,30,39,51,57,48,88,79,38,37,63,41
68,46,30,41,65,66,57,76,65,59,57,63,41
74,69,32,68,64,76,56,60,59,65,49,67,71
62,58,21,44,71,68,67,59,48,59,47,41,63
68,50,31,54,67,68,57,75,72,48,61,57,49
71,33,20,30,55,54,42,64,73,21,21,65,19
69,48,23,32,52,64,65,76,78,32,33,64,27
87,63,22,45,65,66,58,70,73,60,57,61,64
67,67,30,12,20,54,54,65,75,11,8,9,14
72,34,27,38,63,58,52,60,66,51,62,53,31
60,31,21,30,50,48,46,67,81,25,32,67,27
73,63,26,39,72,60,61,70,68,72,57,50,70
66,64,28,60,64,70,68,77,72,64,58,73,65
56,65,24,47,61,53,39,70,88,69,52,74,69
68,61,32,52,65,66,63,83,75,66,60,64,59
72,43,25,55,64,59,50,65,71,54,60,63,40
69,54,29,11,34,42,50,76,55,15,24,23,14
75,63,28,67,66,68,60,72,66,70,67,59,62
60,62,28,30,61,53,64,72,90,69,42,78,65
82,65,25,73,68,74,63,70,60,63,66,48,63
53,34,21,36,58,51,55,74,76,21,53,71,21
62,64,33,18,22,50,57,71,63,11,11,14,11
70,65,29,12,19,61,20,59,58,11,22,15,11
75,63,29,73,62,80,68,74,48,62,65,54,61
84,64,33,64,70,80,57,90,69,69,59,58,65
69,64,25,66,66,77,64,70,66,63,59,55,63
59,59,24,53,65,63,71,54,72,55,41,57,56
68,61,34,68,66,76,66,81,65,57,60,55,56
72,51,25,51,68,75,61,70,68,56,65,58,51
71,64,28,70,72,75,72,59,57,58,63,48,65
57,44,22,29,62,62,47,70,66,44,30,69,49
69,63,29,68,68,67,68,58,64,65,60,61,60
64,67,21,48,66,61,63,62,62,66,39,68,71
55,56,38,52,69,76,65,68,62,53,62,64,47
53,42,35,40,45,61,40,82,75,42,41,61,37
77,60,24,44,72,68,62,56,66,58,57,52,58
53,37,32,37,64,65,46,62,78,21,37,56,35
38,40,34,34,58,53,44,54,76,37,32,72,40
75,64,23,40,66,65,62,69,71,65,64,60,64
74,34,27,34,61,70,51,80,63,50,61,64,32
72,17,24,15,55,49,23,80,83,12,12,60,11
68,60,30,62,67,78,64,64,76,64,63,67,58
64,42,28,41,50,44,43,62,84,22,42,63,27
79,44,22,34,63,75,58,85,58,41,56,67,35
71,56,25,68,75,75,51,58,74,72,72,56,50
67,61,30,14,9,22,41,55,85,13,15,13,14
81,62,30,59,66,72,46,69,65,69,66,50,62
68,64,23,68,70,72,61,55,64,67,56,45,66
65,57,35,69,69,85,67,71,60,66,62,49,45
68,56,23,50,67,69,69,60,70,55,55,53,45
86,57,22,57,68,69,59,63,58,59,62,57,58
58,50,22,52,65,71,65,65,60,52,55,67,40
75,60,23,59,68,60,64,63,64,63,66,67,59
75,70,27,37,68,72,54,70,56,56,55,64,75
82,59,30,53,63,70,60,54,67,61,68,43,57
74,65,26,57,62,60,51,71,78,67,51,71,67
79,61,25,31,70,70,58,39,48,46,65,33,62
31,39,32,46,55,29,41,75,84,32,45,68,35
78,67,25,63,62,60,52,89,78,67,32,68,66
53,69,21,28,67,65,48,67,56,67,32,65,71
61,47,22,58,65,76,54,57,65,47,44,58,40
54,64,31,80,65,63,68,31,57,66,70,48,63
60,59,31,75,66,67,69,70,70,68,74,61,50
74,51,25,55,67,77,63,73,78,55,56,66,51
64,35,29,45,41,57,42,81,85,47,40,47,35
71,56,23,60,68,63,71,62,58,62,61,50,55
68,52,25,44,64,59,58,81,74,52,67,70,45
52,52,34,58,65,79,64,94,52,47,64,58,49
67,65,26,61,68,74,69,58,69,52,64,62,67
74,64,32,40,65,65,56,72,70,67,50,66,63
78,65,24,48,70,75,56,45,65,60,63,61,65
66,63,24,68,71,54,74,43,74,64,65,58,58
45,66,28,35,60,30,56,66,91,69,43,86,68
57,38,33,34,62,65,39,67,65,48,68,61,32
84,65,23,42,63,72,51,74,80,68,56,64,67
68,65,32,52,60,63,63,81,82,74,67,77,63
76,65,28,45,65,71,55,57,74,67,52,62,65
69,64,23,70,64,72,67,76,60,66,57,57,64
49,39,25,38,59,49,53,32,75,50,36,60,37
60,48,21,47,71,68,67,61,57,62,59,60,40
81,57,22,46,62,65,56,56,59,64,60,52,61
62,66,27,32,68,53,45,72,80,62,32,70,74
75,63,24,63,63,64,65,54,69,59,65,49,64
63,65,26,67,70,59,65,51,70,64,61,58,57
67,65,23,26,64,54,42,74,73,73,31,73,68
64,65,25,54,75,64,75,55,68,74,52,59,68
53,49,33,41,54,67,67,65,69,26,57,67,39
69,62,19,48,73,64,58,42,47,64,70,35,66
56,54,35,60,60,54,45,68,69,41,68,63,56
65,56,25,45,65,65,64,74,72,56,53,69,48
74,57,25,47,68,77,69,56,59,59,56,52,58
66,57,33,64,59,79,57,72,61,59,64,45,53
53,31,30,30,42,51,31,84,84,24,29,64,28
45,36,21,33,62,76,68,57,69,46,45,43,34
65,54,35,68,66,71,68,62,62,59,80,50,44
85,45,23,39,64,65,59,61,63,58,64,44,45
69,66,30,14,18,45,42,58,28,13,18,11,12
70,58,29,56,67,68,64,75,74,68,57,69,59
43,30,32,22,53,69,31,70,73,16,35,66,22
54,33,25,32,62,56,46,68,78,38,22,71,24
64,63,31,58,71,73,59,72,78,68,60,61,58
64,46,35,59,48,57,45,82,78,33,42,66,39
73,60,21,65,68,71,62,74,69,63,64,64,52
64,49,22,41,64,64,64,61,66,57,57,56,45
77,27,25,22,54,52,34,62,78,28,23,61,19
57,22,28,46,49,31,36,68,86,28,34,71,23
71,65,26,54,66,48,37,75,85,59,31,65,65
84,54,23,42,65,85,65,64,57,67,63,37,56
66,35,25,36,62,47,53,72,72,48,37,68,28
58,62,24,39,63,40,62,48,90,71,49,76,62
79,62,22,51,70,70,66,71,66,69,58,39,68
71,66,31,70,69,69,63,62,76,62,66,65,64
91,54,25,60,61,65,54,68,72,57,60,50,51
62,71,35,72,16,27,36,38,30,13,45,17,12
52,27,26,22,38,53,47,65,83,49,29,64,22
51,64,38,63,64,62,62,68,70,61,61,67,58
64,43,24,33,58,56,48,64,72,42,53,60,36
65,55,34,42,66,71,68,69,55,63,63,35,55
68,64,28,58,65,57,49,56,86,70,29,69,68
68,61,27,68,68,64,73,68,72,61,61,35,52
75,60,28,53,65,81,71,72,54,66,70,57,54
62,60,22,23,64,51,57,81,83,67,41,80,68
70,35,22,33,49,64,37,79,78,33,32,69,29
58,59,29,63,58,34,52,59,85,52,41,67,49
77,67,25,65,69,79,63,69,57,59,63,62,67
75,53,23,47,66,71,57,71,64,58,68,48,53
80,59,19,66,71,76,57,69,34,51,66,26,56
60,57,19,71,70,73,71,52,33,56,47,44,58
75,64,32,35,66,68,67,57,69,66,70,50,59
65,44,31,48,65,64,69,42,70,55,69,50,40
72,66,33,46,64,62,59,65,71,73,47,63,69
82,54,19,30,69,73,58,62,52,65,53,38,57
71,47,34,55,66,74,48,63,56,68,76,56,38
80,63,25,58,64,69,65,58,75,61,64,58,62
52,61,25,70,71,64,67,62,67,65,72,46,54
70,65,24,57,65,62,53,52,58,69,56,61,67
66,64,26,16,16,22,13,61,53,10,13,21,18
64,46,23,43,62,69,64,62,71,42,46,55,41
75,62,25,41,67,64,65,36,56,61,64,56,63
69,63,31,75,68,78,67,67,50,61,68,35,60
53,30,27,28,52,50,21,59,82,20,26,73,22
73,64,33,62,65,78,63,69,62,65,68,35,62
68,63,29,18,24,63,37,45,40,19,20,11,10
69,56,32,63,67,79,64,74,66,64,62,57,44
71,56,24,35,68,53,65,58,62,57,65,55,59
67,38,21,62,66,63,35,68,68,29,68,65,35
76,62,25,41,72,80,63,58,59,70,58,48,64
83,69,25,62,73,71,52,61,53,71,68,46,77
82,61,24,51,62,63,56,72,71,58,65,62,57
61,42,23,43,58,75,58,62,85,42,44,55,41
62,47,29,32,50,58,35,74,75,40,51,71,42
64,64,23,15,20,25,59,30,62,17,11,15,16
56,39,33,36,58,59,34,74,75,36,52,68,35
66,64,33,72,73,73,73,49,44,68,69,38,64
84,55,26,39,71,74,64,74,57,54,53,54,58
71,60,28,53,64,75,55,90,68,75,57,66,59
79,60,24,41,69,73,65,85,79,55,64,57,48
67,65,23,15,21,55,43,53,60,13,14,16,19
74,64,26,27,66,59,50,68,76,67,50,63,65
83,46,22,52,70,55,61,57,70,58,65,56,41
72,43,24,44,55,75,54,70,69,44,70,55,38
67,49,31,48,63,53,57,74,69,59,64,58,51
73,64,22,32,66,57,55,69,73,68,32,66,68
84,57,24,45,68,70,54,81,65,61,65,58,50
52,31,21,40,65,61,50,55,77,27,34,44,22
62,66,26,64,69,69,66,47,70,70,56,42,63
74,37,31,29,59,52,47,65,84,45,32,64,39
88,43,23,20,60,62,52,65,65,55,61,60,34
53,43,26,63,57,71,64,55,71,59,62,53,29
51,26,21,48,66,66,29,71,65,22,48,66,21
29,38,38,39,56,67,43,74,75,39,55,60,30
65,67,31,21,21,38,45,59,48,14,16,18,11
54,58,28,67,68,68,60,72,72,56,70,53,55
80,52,23,36,68,89,58,69,39,64,63,49,52
62,54,26,32,68,65,73,61,61,46,47,59,52
71,54,25,31,69,76,67,66,59,60,59,55,62
67,64,27,20,30,38,45,56,54,12,13,13,12
72,25,24,35,64,64,42,70,70,38,60,60,20
74,65,33,50,66,87,58,92,57,68,56,63,64
68,32,23,47,54,67,53,77,83,33,56,62,25
61,40,28,51,65,71,66,71,61,52,45,44,33
78,61,28,54,63,67,50,34,75,70,61,58,64
71,54,22,69,67,78,67,66,55,56,66,48,37
83,35,20,33,70,85,52,77,43,44,58,37,36
75,49,29,57,71,70,68,71,62,53,53,59,38
76,66,24,60,66,70,55,61,63,65,55,55,67
64,34,26,36,56,41,51,63,83,25,46,64,23
64,66,33,11,20,53,39,59,43,11,16,13,12
68,66,22,72,66,76,67,52,66,58,64,55,65
73,50,28,45,68,71,66,65,56,63,63,55,48
88,63,28,60,68,71,57,75,56,64,39,57,69
76,63,22,44,65,84,62,50,51,61,67,44,64
65,67,31,15,23,40,43,68,49,14,15,13,14
65,66,30,14,15,45,54,57,65,13,12,15,14
72,49,24,46,65,73,64,81,70,52,59,64,37
60,31,30,43,47,60,40,72,78,30,30,66,24
71,48,23,37,69,75,68,82,61,51,58,58,42
81,60,30,65,66,76,64,58,59,66,63,40,62
68,66,32,13,16,21,42,59,64,11,17,11,10
90,59,26,59,65,65,49,52,72,60,64,64,58
56,35,33,23,55,69,31,74,73,32,56,58,29
70,54,28,65,63,68,52,67,60,56,65,58,46
40,38,35,29,50,62,42,90,90,16,32,60,40
65,64,33,14,24,42,32,66,56,8,12,15,14
71,53,26,44,64,58,59,57,71,55,57,63,45
74,40,27,48,61,73,50,66,46,55,54,48,36
53,26,28,28,44,52,37,57,82,22,26,66,23
54,31,24,29,46,57,32,71,82,27,29,67,25
64,65,37,13,21,43,33,70,71,15,19,20,12
71,67,27,27,62,64,45,67,69,70,62,55,67
75,62,24,59,64,66,64,54,60,62,58,56,62
74,65,23,61,67,71,63,74,57,59,55,51,64
73,33,22,36,58,64,35,73,70,26,50,59,23
67,71,34,40,61,77,42,82,71,68,44,50,72
67,41,29,36,61,69,44,71,65,45,61,61,39
77,48,25,65,55,75,31,58,65,46,65,64,26
79,59,28,58,65,91,61,86,71,64,53,49,60
73,64,20,46,70,84,67,42,67,58,60,44,65
69,31,28,22,53,59,38,73,77,39,56,47,30
88,63,26,42,64,77,60,76,70,64,54,55,60
56,56,32,35,67,78,59,79,57,50,47,54,54
59,68,30,41,66,43,64,59,72,70,66,72,71
82,69,19,54,67,73,61,59,57,58,63,53,68
77,59,24,33,62,76,58,76,56,59,68,62,54
47,64,28,70,69,67,68,48,53,64,66,39,54
37,34,22,34,66,40,37,77,74,26,40,74,27
81,45,20,41,66,74,51,58,57,49,64,39,42
67,60,33,75,67,87,68,83,58,60,71,28,57
31,49,23,49,66,24,46,44,84,37,46,66,38
51,38,25,38,57,52,33,41,81,31,35,73,31
69,60,28,68,66,86,65,55,50,66,64,44,63
70,34,25,41,63,68,41,65,55,52,66,51,33
71,61,29,66,65,91,62,83,67,62,68,44,59
77,60,24,68,64,59,62,40,64,53,70,62,59
71,62,24,33,69,61,57,59,66,67,62,61,65
60,35,25,29,64,60,59,73,75,51,26,60,32
80,58,24,70,62,77,51,74,64,54,70,51,51
67,61,32,56,61,80,64,80,67,62,65,57,59
74,62,26,43,67,92,64,87,60,58,64,33,60
72,58,23,63,72,77,57,59,63,56,52,59,57
68,61,32,22,30,34,45,67,79,12,23,30,10
84,59,25,25,63,77,59,60,70,60,62,46,60
67,35,25,54,66,73,50,71,49,49,61,48,34
46,42,23,61,53,32,26,35,90,23,23,79,32
76,57,26,53,62,71,56,80,71,60,40,62,52
61,48,22,62,55,54,49,67,84,40,41,64,40
69,57,19,60,74,77,64,37,69,60,54,36,54
68,60,25,67,68,61,63,56,65,56,47,56,54
57,61,32,60,69,61,65,74,69,58,54,64,62
67,62,31,44,62,51,41,62,75,72,49,72,62
80,33,19,28,64,69,39,65,78,47,65,60,30
77,37,25,34,64,72,52,75,61,41,59,56,39
75,58,29,63,60,69,65,74,66,67,65,55,54
80,44,22,44,65,63,57,57,57,52,59,56,44
63,68,28,67,61,63,63,70,68,67,59,68,69
63,56,20,40,64,56,67,57,67,59,44,58,56
65,64,31,15,20,23,37,73,82,12,12,12,14
65,67,28,62,66,72,61,75,76,64,62,55,63
89,63,26,46,65,79,50,65,57,68,54,38,65
78,60,23,33,64,78,63,74,65,62,61,55,66
80,64,29,32,61,71,43,77,86,62,52,62,67
64,41,28,63,64,75,59,70,60,53,63,58,33
95,61,26,29,65,62,56,72,62,65,59,50,63
59,62,26,30,62,32,28,80,83,68,30,78,69
71,49,28,39,59,61,61,66,69,67,65,55,49
58,55,35,42,68,69,65,57,73,65,71,54,49
71,60,19,14,17,37,22,65,54,4,14,10,7
77,36,25,39,62,66,44,80,69,47,58,59,38
72,64,27,41,65,75,64,72,65,63,60,52,62
60,48,21,47,64,66,54,72,70,45,50,66,38
74,55,26,58,64,70,59,60,66,57,69,56,51
62,30,19,35,62,58,42,67,75,38,31,70,24
91,62,24,54,61,65,47,55,57,67,54,67,66
54,61,24,74,70,79,64,68,51,60,66,48,53
73,48,26,42,69,78,61,49,58,67,43,50,39
67,67,36,11,17,41,45,52,68,16,9,14,15
65,66,22,70,70,59,67,60,73,59,57,56,70
81,36,24,26,61,62,52,81,77,58,53,55,30
84,63,27,33,61,68,45,65,71,65,33,62,65
77,53,21,57,65,74,62,75,63,58,66,52,44
63,59,29,66,68,66,67,62,68,55,60,55,59
71,53,29,52,59,66,67,72,62,59,60,66,57
64,37,34,54,64,73,64,72,63,60,68,61,28
67,53,28,40,66,70,67,57,59,52,57,61,51
68,62,27,11,20,49,37,67,64,13,10,19,12
86,59,28,47,62,66,60,68,72,68,63,40,60
66,66,30,52,62,65,46,83,75,61,58,75,68
69,55,27,47,61,77,60,74,70,49,59,41,49
79,62,25,69,65,91,68,71,34,55,59,52,59
85,55,23,45,66,79,63,74,60,58,55,58,60
44,48,31,41,56,38,64,66,66,32,62,82,45
57,29,30,33,61,55,54,72,72,39,67,57,17
75,64,25,40,62,57,55,59,71,69,49,64,63
69,56,23,68,67,63,67,57,59,49,50,51,52
74,32,22,32,53,62,46,83,87,29,44,64,24
62,29,23,28,43,60,29,90,70,25,36,60,22
79,64,21,42,61,66,56,62,71,64,45,54,67
67,64,36,11,26,51,21,32,76,13,13,20,11
61,67,33,46,64,71,59,61,62,69,56,64,69
64,56,24,63,68,68,69,71,68,54,60,45,55
74,51,19,48,69,94,69,65,59,61,48,33,52
75,61,19,54,74,48,52,45,61,56,64,52,55
77,43,29,43,64,84,53,77,58,51,63,52,31
85,61,23,40,63,82,54,58,55,62,61,38,60
80,64,32,46,67,69,56,70,65,61,59,50,66
57,53,25,40,63,64,61,57,66,53,61,59,49
77,49,19,66,64,63,51,69,68,59,62,58,39
86,60,29,45,62,90,61,67,31,60,64,30,57
68,58,34,13,20,56,37,70,71,15,12,20,12
91,64,26,29,59,73,57,94,65,63,53,56,61
80,57,23,38,61,71,63,57,57,68,55,44,58
57,48,21,60,73,66,69,62,73,50,42,40,42
58,56,22,45,69,71,58,31,42,65,44,27,41
43,31,36,29,63,58,45,75,81,29,41,66,32
74,41,25,35,63,67,33,68,67,46,63,66,37
85,53,34,56,63,75,50,63,69,67,62,37,51
76,35,18,34,66,86,57,82,64,50,46,63,24
65,59,27,59,69,59,64,55,72,57,56,62,53
77,58,26,61,62,59,57,83,63,62,64,70,56
59,39,26,39,61,56,36,60,69,34,29,72,32
79,61,26,36,67,90,68,82,33,64,43,37,61
52,25,24,26,49,45,33,71,78,26,41,62,22
63,63,27,49,65,57,68,63,67,65,70,72,66
76,64,24,57,69,73,63,59,59,56,63,54,61
57,71,33,16,19,46,28,51,57,20,15,18,16
66,40,21,37,62,36,49,42,74,51,44,63,39
70,57,20,52,65,55,65,73,57,64,54,45,53
75,36,28,28,61,80,55,78,70,50,59,55,32
56,59,31,66,69,49,59,74,81,58,49,66,52
67,65,26,17,19,33,38,68,61,5,14,13,11
54,64,29,62,73,48,63,37,76,64,68,68,65
72,56,25,37,64,69,52,71,58,64,70,58,52
65,55,29,62,73,71,47,64,58,52,70,61,51
79,62,26,67,65,88,52,71,39,60,67,35,60
69,44,25,48,59,64,50,60,68,46,45,66,32
49,46,23,45,61,50,45,65,74,41,49,64,39
76,64,19,35,68,82,52,65,73,60,59,58,67
85,60,25,33,66,71,62,58,66,64,57,44,61
84,53,24,65,64,81,64,73,56,65,64,49,52
76,49,19,56,60,75,65,64,61,64,60,43,49
70,68,33,14,22,32,25,67,64,12,12,11,15
58,35,31,46,50,60,48,87,71,27,47,67,32
67,65,23,63,65,64,62,84,76,68,58,68,65
75,64,25,64,64,60,62,57,65,60,66,45,61
57,39,25,39,67,74,57,55,48,62,60,57,29
77,53,24,48,59,68,53,64,66,55,64,57,47
66,46,31,65,64,74,64,62,70,41,51,39,42
58,51,27,36,59,55,56,67,83,56,43,73,47
66,30,30,25,45,63,32,81,78,32,26,65,26
73,63,24,55,62,71,51,85,74,67,51,67,62
63,60,26,39,67,58,59,75,71,60,59,72,55
63,52,29,54,62,53,52,61,81,48,62,62,41
76,30,23,28,64,74,46,62,68,49,55,54,26
32,36,34,14,49,43,38,75,72,22,52,72,36
74,45,23,48,66,79,55,82,64,58,57,54,38
65,68,34,12,23,61,37,56,57,14,10,20,20
61,34,29,21,53,64,32,72,81,24,25,64,33
68,52,21,53,72,91,61,57,32,66,51,41,47
63,60,26,72,70,59,63,70,78,60,60,49,60
56,55,25,39,64,31,50,32,86,60,37,71,53
76,50,29,51,66,91,62,76,78,53,54,56,49
86,59,21,49,63,70,59,42,58,65,63,49,58
69,63,21,14,17,48,24,57,60,10,13,10,10
71,33,30,31,61,73,46,69,62,40,59,56,27
63,67,23,47,65,58,47,71,59,70,39,62,70
65,65,29,54,57,52,64,66,80,75,41,58,65
67,65,26,60,66,55,70,36,75,62,59,60,66
70,55,25,44,63,63,64,57,66,60,67,42,60
74,61,21,48,68,60,50,51,67,54,68,58,58
40,34,30,34,48,45,43,65,72,28,32,69,32
56,55,29,58,68,57,59,63,75,61,55,54,48
65,58,26,36,67,84,62,57,66,59,52,46,54
92,60,26,44,64,81,58,61,74,61,60,60,62
69,50,24,44,65,65,55,55,72,48,39,62,43
71,61,20,51,72,94,58,82,30,53,63,41,64
64,39,22,35,63,69,58,61,77,47,43,60,36
86,66,23,66,67,87,57,70,34,57,59,45,65
57,60,22,33,66,59,57,66,71,59,52,58,52
70,63,25,34,58,66,62,73,83,67,32,66,64
63,65,28,55,64,56,57,52,73,65,40,66,65
86,61,22,32,60,66,55,61,79,66,39,59,59
74,48,22,44,66,63,49,62,71,52,60,67,45
81,64,26,46,63,65,58,49,62,61,46,54,66
41,46,35,34,43,53,68,80,76,23,26,74,44
61,27,28,19,49,48,40,50,82,28,36,67,23
80,64,22,30,64,59,49,57,78,61,64,53,68
61,53,29,75,68,57,50,59,61,41,75,68,45
62,55,30,64,68,73,70,65,59,63,64,36,45
40,32,24,30,48,40,45,45,84,28,37,72,24
80,57,22,43,67,65,59,54,69,65,59,41,59
76,59,23,43,68,78,64,47,45,62,61,49,63
58,54,27,38,64,56,62,54,75,64,39,49,60
66,34,27,31,39,65,31,84,80,35,53,66,34
76,46,32,55,67,78,55,32,58,53,68,60,40
77,63,27,61,66,71,54,85,66,64,59,55,68
45,33,23,23,43,66,27,78,82,35,30,60,30
72,59,21,70,65,75,63,52,66,63,63,47,59
66,62,30,65,64,69,68,74,77,67,60,59,61
63,32,26,26,53,42,54,70,83,23,48,66,26
71,62,24,47,64,70,60,52,64,70,45,60,66
63,30,22,44,63,62,50,72,63,58,70,46,25
59,53,20,44,72,62,64,70,70,67,45,66,65
77,64,20,51,71,71,57,50,65,61,57,55,62
64,32,23,30,63,60,33,75,73,48,59,61,22
62,69,28,68,70,46,62,37,60,58,62,59,69
74,67,29,41,70,61,65,80,72,69,63,65,69
36,39,29,33,41,30,37,87,81,23,30,61,27
45,55,26,40,63,77,60,54,70,53,50,43,54
85,49,21,50,68,90,55,92,47,65,62,58,55
62,48,28,50,56,60,54,83,72,60,62,58,42
66,65,25,14,22,38,56,54,70,16,13,17,12
67,63,29,11,20,31,25,64,75,10,11,16,11
86,62,29,32,61,78,60,75,60,69,44,54,63
73,35,20,41,59,75,59,72,52,45,65,53,34
68,63,30,36,71,57,62,62,64,56,60,57,64
68,66,19,11,25,35,53,62,63,6,10,16,8
78,60,27,70,65,59,59,54,61,60,66,44,57
61,38,32,39,49,62,52,76,75,47,61,56,31
60,62,25,67,69,79,66,59,49,63,66,55,60
74,63,25,30,67,78,57,66,66,67,59,58,65
75,62,23,32,70,67,59,67,65,65,61,56,65
59,30,35,40,67,77,52,72,69,54,67,57,34
79,57,21,58,70,78,65,54,66,54,58,51,56
62,36,21,38,55,69,50,62,75,49,54,65,33
68,51,25,62,62,74,63,74,66,33,57,59,41
59,62,29,61,65,63,58,70,66,59,62,62,59
83,60,26,40,61,80,57,81,41,59,61,37,60
67,60,24,18,21,51,42,57,79,15,20,15,19
74,62,30,12,12,41,52,58,49,5,10,13,6
62,44,32,40,47,60,45,72,78,49,59,59,39
68,38,27,25,61,57,52,58,69,53,66,45,35
71,53,22,48,66,77,52,61,64,54,51,57,44
75,59,24,34,66,70,65,70,59,58,59,62,61
67,25,23,26,58,46,34,68,79,38,54,61,17
68,64,22,18,24,63,35,63,59,13,12,20,11
68,59,20,44,66,69,65,53,59,56,58,42,62
86,64,18,31,68,56,62,63,71,62,62,57,68
67,62,23,47,70,44,61,54,82,64,55,63,65
77,66,20,51,72,82,58,59,56,57,57,47,66
36,65,27,39,70,35,65,34,90,69,47,69,65
76,53,27,63,63,57,53,74,82,73,66,50,47
76,42,26,32,63,84,62,62,52,53,66,59,46
79,64,23,37,66,60,51,73,71,65,47,65,67
73,61,22,38,65,66,64,84,75,65,58,62,57
59,65,27,22,23,48,19,56,48,15,17,13,15
65,43,21,55,63,70,30,75,76,20,28,59,24
73,61,20,64,68,85,56,68,56,57,65,46,59
77,57,31,61,64,71,61,79,63,63,61,62,50
63,71,21,21,35,32,31,60,61,7,20,21,11
73,59,29,70,71,81,61,69,58,62,63,57,53
39,33,26,38,51,47,37,65,75,37,50,72,27
